"Age","Gender","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
28,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Somewhat difficult","Maybe","No","No","Some of them","Maybe","Yes","Don't know","No"
28,"male","No","No","No","Never","More than 1000","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
39,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
22,"male","No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","Yes"
31,"male","No","No","No","Never","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
29,"male","No","No","No","Never","26-100","No","Yes","No","No","No","No","No","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Yes","Don't know","No"
33,"male","No","No","No","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","No","No"
37,"male","No","No","Yes","Rarely","100-500","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","Yes"
42,"male","No","No","No","Never","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","Maybe","Yes","No","No"
31,"male","No","Yes","Yes","Often","6-25","No","Yes","Don't know","Not sure","No","No","Yes","Somewhat easy","Yes","Yes","Some of them","Yes","No","No","Don't know","No"
34,"male","Yes","Yes","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Yes","No","No"
49,"female","Yes","No","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","Maybe","Maybe","No","Yes"
29,"male","No","Yes","No","Sometimes","26-100","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Maybe","Maybe","No","No","Maybe","Maybe","No","Yes"
40,"trans","No","No","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","No","Don't know","Very easy","No","No","No","No","Maybe","Maybe","Don't know","No"
46,"female","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Yes","Yes"
31,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","Yes"
43,"male","No","No","No","Sometimes","100-500","Yes","No","Yes","Not sure","Yes","Don't know","Yes","Very easy","No","No","No","No","Maybe","Yes","Don't know","No"
45,"male","Yes","Yes","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","No","Don't know","No"
32,"male","No","No","No","Rarely","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","No","Yes"
38,"male","Yes","Yes","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","No","No","No","Yes"
40,"male","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Yes","No","Yes"
38,"male","No","No","Yes","Often","26-100","No","No","No","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
32,"male","No","No","Yes","Often","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","No","Yes","No","Maybe","Yes","Yes"
37,"male","No","No","No","Sometimes","More than 1000","Yes","No","Don't know","No","No","No","No","Somewhat difficult","Yes","Maybe","No","Some of them","Maybe","Maybe","Don't know","No"
24,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
25,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Yes","Yes","No","Maybe","No","Yes"
24,"male","No","Yes","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Yes","Yes","No","No"
34,"female","No","Yes","Yes","Never","More than 1000","Yes","No","Don't know","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","Yes","No","Maybe","Don't know","No"
55,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","Not sure","No","No","No","Don't know","No","No","No","No","No","Maybe","No","Yes"
32,"male","No","Yes","Yes","Often","100-500","Yes","No","Yes","No","No","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","Don't know","No"
29,"male","No","No","No","Never","1-5","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","Maybe","No","No","No","No","No","Yes"
20,"male","No","No","No","Never","More than 1000","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very easy","No","No","No","Some of them","No","No","Don't know","No"
41,"male","No","Yes","No","Never","More than 1000","Yes","No","Yes","No","Yes","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Yes","No","No"
33,"female","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","No","No","Maybe","Yes","Yes"
25,"male","No","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Yes","Yes","No"
29,"male","Yes","No","No","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","Yes","No","No","Don't know","No"
24,"trans","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","Yes","No","Yes","Somewhat difficult","Yes","No","Some of them","Yes","No","Yes","No","Yes"
39,"male","No","No","No","Rarely","100-500","Yes","Yes","Don't know","Yes","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No"
39,"male","No","Yes","No","Never","500-1000","Yes","No","Yes","No","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","Yes","No"
44,"male","Yes","No","Yes","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
30,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","Maybe","No","Yes"
31,"male","No","Yes","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No"
37,"male","No","Yes","Yes","Often","1-5","Yes","Yes","No","No","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
42,"male","No","Yes","Yes","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","Yes","No","No"
35,"male","Yes","No","No","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","Yes"
30,"male","No","Yes","Yes","Sometimes","26-100","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","No","No"
30,"male","No","No","No","Never","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","No","No","No","Yes","No","No","Don't know","No"
33,"male","No","Yes","Yes","Never","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","No","Yes","Yes","No"
31,"male","No","No","Yes","Never","More than 1000","No","No","No","No","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Yes","Yes","Yes","Yes","Don't know","No"
39,"female","No","Yes","Yes","Often","More than 1000","Yes","No","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes"
27,"male","No","No","No","Often","26-100","No","No","No","Not sure","No","No","Yes","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
34,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
31,"male","No","No","No","Never","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Yes","Yes","Yes","No"
30,"female","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
34,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","No","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","No","Yes"
20,"female","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
39,"male","Yes","Yes","Yes","Often","26-100","No","No","No","No","No","No","No","Don't know","No","No","No","No","Yes","Maybe","No","Yes"
50,"female","No","Yes","Yes","Often","More than 1000","Yes","Yes","Don't know","Yes","No","No","Don't know","Somewhat difficult","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","Yes"
22,"male","No","Yes","No","Often","1-5","No","No","No","No","No","No","No","Very difficult","Yes","Yes","No","Some of them","No","No","Don't know","No"
41,"male","No","No","Yes","Never","100-500","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
37,"male","No","No","No","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","No","Some of them","No","No","Don't know","No"
32,"male","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","Yes"
26,"male","Yes","Yes","Yes","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Yes","Yes","Yes","Yes","No","Yes"
38,"male","No","Yes","No","Rarely","6-25","No","Yes","Yes","No","Yes","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
21,"male","Yes","Yes","No","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
27,"male","No","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes"
37,"female","No","Yes","Yes","Often","1-5","Yes","No","No","Not sure","No","Don't know","No","Very difficult","Yes","Maybe","No","No","No","No","No","Yes"
45,"male","Yes","No","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","Yes","No","Yes"
26,"male","Yes","No","No","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","Yes"
30,"female","No","Yes","No","Sometimes","6-25","Yes","No","Don't know","Yes","No","No","Don't know","Very difficult","Yes","Yes","Some of them","Yes","No","No","Yes","Yes"
21,"male","No","Yes","Yes","Often","More than 1000","Yes","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","Yes","No","No","No","No","Yes","Don't know","No"
21,"male","No","No","Yes","Often","More than 1000","Yes","No","Don't know","Yes","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No"
29,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No"
46,"male","No","No","No","Never","More than 1000","Yes","No","Yes","No","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","Maybe","Yes","Don't know","No"
28,"male","No","Yes","Yes","Often","500-1000","Yes","Yes","Yes","No","Yes","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
26,"trans","No","Yes","Yes","Often","100-500","No","No","Yes","No","No","No","Yes","Don't know","Yes","Yes","Some of them","No","No","No","No","Yes"
37,"female","Yes","Yes","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
44,"male","No","No","No","Never","More than 1000","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","Yes","Yes","No","No","No","Maybe","Don't know","No"
45,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
35,"female","No","No","Yes","Never","1-5","Yes","Yes","Don't know","Yes","Don't know","No","Don't know","Somewhat easy","Maybe","No","No","No","Maybe","Yes","Don't know","Yes"
39,"male","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","No","No","No","Yes","No","No"
37,"female","No","No","Yes","Never","More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No"
35,"male","No","No","No","Never","100-500","Yes","No","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Yes","No","No"
29,"female","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","No","No","Don't know","Yes","Somewhat difficult","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No"
49,"female","Yes","No","Yes","Often","26-100","No","No","No","No","No","No","No","Don't know","No","No","No","No","No","No","No","No"
21,"male","No","No","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
26,"female","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","Yes","Yes","Very difficult","Yes","Maybe","Some of them","Yes","No","Yes","Yes","No"
35,"male","No","Yes","Yes","Often","100-500","No","Yes","Yes","No","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
56,"male","No","No","Yes","Often","100-500","Yes","No","Yes","Not sure","Yes","Yes","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","No","Yes"
53,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Not sure","No","No","No","Don't know","No","No","Some of them","No","No","Maybe","No","Yes"
48,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","Maybe","Yes","Yes"
24,"male","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","No","Some of them","Maybe","Yes","Don't know","No"
37,"male","No","No","No","Often","More than 1000","No","Yes","No","No","No","No","Don't know","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","No"
27,"female","No","Yes","Yes","Often","26-100","No","No","No","No","No","No","Don't know","Very difficult","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No"
39,"female","No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat difficult","No","No","No","No","No","Maybe","Don't know","No"
31,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","No","No","Maybe","No","No"
34,"male","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","No","Yes"
33,"male","No","Yes","Yes","Sometimes","More than 1000","Yes","No","No","No","No","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
22,"male","No","No","No","Sometimes","1-5","No","Yes","No","No","No","No","No","Somewhat difficult","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","No"
25,"female","No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
